"","TARGET","ORIG_TRG_STRT","ORIG_TRG_STOP","TARGET_START","TARGET_STOP","TARGET_TEXT","SOURCE","ORIG_SRC_STRT","ORIG_SRC_STOP","SOURCE_START","SOURCE_STOP","SOURCE_TEXT","TYPE","DIFFICULTY","SYMBOL","AUTH","TARGET_KEYS","SOURCE_KEYS","WORDS","SEMANTIC","SYNTACTIC","SOUNDS","TOPIC_CONTENT","TOPIC_CONTEXT","FLAG","NOTES","SECONDARY","ANNOTATOR","SOCIAL_CONTENT","BATTLE_CONTENT","TRAVEL_CONTENT","RITUAL_CONTENT","SPEECH_CONTENT","FAMILY_CONTENT","DESCRIPTION_CONTENT","FATE_CONTENT","SENTIMENT_CONTENT","CHARACTER_CONTENT","SOCIAL_CONTEXT","BATTLE_CONTEXT","TRAVEL_CONTEXT","RITUAL_CONTEXT","SPEECH_CONTEXT","FAMILY_CONTEXT","DESCRIPTION_CONTEXT","FATE_CONTEXT","SENTIMENT_CONTEXT","CHARACTER_CONTEXT","TARGET_LENGTH","SOURCE_LENGTH","SOUNDS_NUMERIC","SYNTACTIC_NUMERIC","TOTAL_CONTENT","TOTAL_CONTEXT"
"110","vergil.aeneid","","","1_723","1_723","-Postquam- prima quies -epulis-, mensaeque remotae","homer.odyssey","","","4_68","4_68","αὐτὰρ -ἐπεὶ- πόσιος καὶ -ἐδητύος- ἐξ ἔρον ἕντο",2,1,"","","-Postquam-, -epulis-","-ἐπεὶ-, -ἐδητύος-",0,2,"","","social-intercourse_hospitality_meals","social-intercourse_conversation","","","","James",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1
"111","vergil.aeneid","","","1_723","1_723","Postquam prima quies -epulis-, -mensae-que -remotae-, crateras magnos statuunt et vina coronant.","homer.odyssey","","","19_61","19_61","αἱ δ᾽ ἀπὸ μὲν -σῖτον- πολὺν -ᾕρεον- ἠδὲ -τραπέζας-",3,1,"","","-epulis-, -mensae-, -remotae-","-σῖτον-,  -ᾕρεον-, -τραπέζας-",0,3,"","","social-intercourse_hospitality_meals","social-intercourse_conversation","","","","James",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1
"112","vergil.aeneid","","","1_724","1_724","-crateras- magnos statuunt et -vina- -coronant-","homer.odyssey","","","1_148","1_148","κοῦροι δὲ -κρητῆρας- -ἐπεστέψαντο- -ποτοῖο-",2,1,"","","-crateras-, -vina-, -coronant-","-κρητῆρας-, -ἐπεστέψαντο-, -ποτοῖο-",0,3,"","crateras-κρητῆρας","social-intercourse_hospitality_meals","social-intercourse_conversation","","","","James",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2.66666666666667,0,2,1
"113","vergil.aeneid","","","1_718","1_718","haeret et interdum -gremio- fovet, inscia Dido","homer.iliad","","","21_506","21_506","δακρυόεσσα δὲ πατρὸς ἐφέζετο -γούνασι- κούρη",2,1,"","","-gremio-","-γούνασι-",0,1,"","","charactertype_divine","","","","","James",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0
"114","vergil.aeneid","","","1_724","1_724","-crateras- magnos statuunt et -vina- -coronant-","homer.iliad","","","9_175","9_175","κοῦροι δὲ -κρητῆρας- -ἐπεστέψαντο- -ποτοῖο-",2,1,"","","-crateras-, -vina-, -coronant-","-κρητῆρας-, -ἐπεστέψαντο-, -ποτοῖο-",0,3,"","crateras-κρητῆρας","","","","","","James",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.66666666666667,0,0,0
"115","vergil.aeneid","","","1_726","1_727","dependent -lychni- laquearibus aureis -incensi-, et noctem -flammis- -funalia- vincunt.","homer.odyssey","","","7_101","7_101","ἕστασαν -αἰθομένας- -δαΐδας- μετὰ χερσὶν ἔχοντες",2,1,"","","-lychni-, -incensi-, -flammis-, -funalia-","-αἰθομένας-, -δαΐδας-",0,4,"","","description_place","social-intercourse_hospitality","","","","James",0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1
"116","vergil.aeneid","","","1_727 b","1_727 b"," et noctem flammis funalia vincunt","homer.odyssey","","","8_417 a","8_417 a"," δύσετό τ᾽ ἠέλιος",2,1,"","","","",0,0,"","","description_time-of-day","social-intercourse_hospitality","","","","James",0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1
"117","vergil.aeneid","","","1_731","1_734","Iuppiter, -hospitibus- nam te dare iura loquuntur, hunc laetum Tyriisque diem Troiaque profectis esse velis, nostrosque huius meminisse minores. Adsit laetitiae Bacchus dator, et bona Iuno;","homer.odyssey","","","7_179","7_181","Ποντόνοε, κρητῆρα κερασσάμενος μέθυ νεῖμον πᾶσιν ἀνὰ μέγαρον, ἵνα καὶ Διὶ τερπικεραύνῳ σπείσομεν, ὅς θ᾽ -ἱκέτῃσιν- ἅμ᾽ αἰδοίοισιν ὀπηδεῖ.",2,1,"","","-hospitibus-","-ἱκέτῃσιν-",0,1,"","","social-intercourse_hospitality, charactertype_divine_specificindividual","ritual_libation","","","","James",1,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,4,3,0,0,4,2
"118","vergil.aeneid","","","1_731","1_734","-Iuppiter-, -hospitibus- nam te dare iura loquuntur, hunc laetum Tyriisque diem Troiaque profectis esse velis, -nostros-que huius meminisse minores. Adsit laetitiae Bacchus dator, et bona Iuno;","homer.odyssey","","","13_50","13_52","Ποντόνοε, κρητῆρα κερασσάμενος μέθυ νεῖμον πᾶσιν ἀνὰ μέγαρον, ὄφρ᾽ εὐξάμενοι -Διὶ- πατρὶ τὸν -ξεῖνον- πέμπωμεν -ἑὴν- ἐς πατρίδα γαῖαν.",2,1,"","","-Iuppiter-, -hospitibus-, -nostros-","-Διὶ-, -ξεῖνον-. -ἑὴν-",0,3,"","","social-intercourse_hospitality, charactertype_divine_specificindividual","ritual_libation","","","","James",1,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,4,3,0,0,4,2
"119","vergil.aeneid","","","1_731","1_734","-Iuppiter-, hospitibus nam te dare iura -loquuntur-, hunc laetum Tyriisque diem Troiaque profectis esse velis, nostrosque huius meminisse minores. Adsit laetitiae Bacchus dator, et bona Iuno;","homer.iliad","","","19_95","19_97","καὶ γὰρ δή νύ ποτε -Ζεὺς- ἄσατο, τόν περ ἄριστον ἀνδρῶν ἠδὲ θεῶν -φασ᾽- ἔμμεναι: ἀλλ᾽ ἄρα καὶ τὸν Ἥρη θῆλυς ἐοῦσα δολοφροσύνῃς ἀπάτησεν,",2,2,"","","-Iuppiter-, -loquuntur-","-Ζεὺς-, -φασ᾽-",0,2,"","","charactertype_divine_specificindividual","","","","","James",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0
"120","vergil.aeneid","","","1_731","1_731","-Iuppiter-, -hospitibus- nam te dare iura loquuntur,","homer.odyssey","","","9_270","9_271","-Ζεὺς- δ᾽ ἐπιτιμήτωρ ἱκετάων τε -ξείνων- τε, -ξείνιος-, ὃς -ξείνοισιν- ἅμ᾽ αἰδοίοισιν ὀπηδεῖ",2,1,"","","-Iuppiter-, -hospitibus-","-Ζεὺς-, -ξείνιος-",0,2,"","","social-intercourse_hospitality, charactertype_divine_specificindividual","","","","","James",1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4,0
"121","vergil.aeneid","","","1_734","1_734","Adsit -laetitiae- -Bacchus- dator, et bona Iuno;","homer.iliad","","","14_325","14_325","ἣ δὲ -Διώνυσον- Σεμέλη τέκε -χάρμα- βροτοῖσιν:",2,1,"","","-laetitiae-, -Bacchus-","-Διώνυσον-, -χάρμα-",0,2,"","","charactertype_divine_specificindividual","","","","","James",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0
"122","vergil.aeneid","","","1_736","1_737","-Dixit-, et in mensam -laticum- -libavit- honorem, primaque, -libato-, summo tenus attigit ore,","homer.iliad","","","16_231","16_232","-εὔχετ᾽- ἔπειτα στὰς μέσῳ ἕρκεϊ, -λεῖβε- δὲ -οἶνον- οὐρανὸν εἰσανιδών: Δία δ᾽ οὐ λάθε τερπικέραυνον:",2,1,"","","-Dixit-, -laticum-, -libavit-, -libato-","-εὔχετ᾽-, -λεῖβε-, -οἶνον-",0,4,"","","ritual_libation","","","","","James",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0
"123","vergil.aeneid","","","1_736","1_737","-Dixit-, et in mensam -laticum- -libavit- honorem, primaque, -libato-, summo tenus attigit ore,","homer.iliad","","","24_306","24_307","-εὔχετ᾽- ἔπειτα στὰς μέσῳ ἕρκεϊ, -λεῖβε- δὲ -οἶνον- οὐρανὸν εἰσανιδών, καὶ -φωνήσας- ἔπος -ηὔδα-",2,1,"","","-Dixit-, -laticum-, -libavit-, -libato-","-εὔχετ᾽-, -λεῖβε-, -οἶνον-, -ηὔδα-",0,4,"","","ritual_libation","","","","","James",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0
"124","vergil.aeneid","","","1_737","1_738","primaque, libato, summo tenus attigit ore, tum Bitiae -dedit- increpitans; ille impiger hausit","homer.iliad","","","4_3 b","4_4","τοὶ δὲ χρυσέοις δεπάεσσι δειδέχατ᾽ ἀλλήλους, Τρώων πόλιν εἰσορόωντες:",1,1,"","","","",0,0,"","","","","","","","James",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
"125","vergil.aeneid","","","1_737","1_738","primaque, libato, summo tenus -attigit- ore, tum Bitiae -dedit- increpitans; ille impiger hausit","homer.odyssey","","","13_57","13_57","Ἀρήτῃ δ᾽ ἐν χειρὶ -τίθει- δέπας ἀμφικύπελλον,",2,1,"","","-attigit-, -dedit-","-τίθει-",0,2,"","","","ritual_libation","","","","James",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,2
"126","vergil.aeneid","","","1_740 b","1_746","-Cithara- crinitus Iopas -personat- aurata, docuit quem maximus Atlas. Hic -canit- errantem lunam solisque labores; unde hominum genus et pecudes; unde imber et ignes; Arcturum pluviasque Hyadas geminosque Triones; quid tantum Oceano properent se tinguere soles- hiberni, vel quae tardis mora noctibus obstet.  ","homer.odyssey","","","1_153","1_155","κῆρυξ δ᾽ ἐν χερσὶν -κίθαριν- περικαλλέα θῆκεν Φημίῳ, ὅς ῥ᾽ -ἤειδε- παρὰ μνηστῆρσιν ἀνάγκῃ. ἦ τοι ὁ –φορμίζων-, -ἀνεβάλλετο-, -ἀείδειν-.",2,1,"","","-Cithara-, -personat-, -canit-","-κίθαριν-, -ἤειδε-, –φορμίζων-, -ἀνεβάλλετο-, -ἀείδειν-",0,5,"","","social-intercourse_hospitality_entertainment","social-intercourse_hospitality_meals, social-intercourse_hospitality_guest-arrival-andor-reception","","","","James",2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,3,0,0,2,3
"127","vergil.aeneid","","","1_740 b","1_746","Cithara crinitus Iopas personat aurata, docuit quem maximus Atlas. Hic -canit- -errantem- lunam solisque labores; unde hominum genus et pecudes; unde imber et ignes; Arcturum pluviasque Hyadas geminosque Triones; quid tantum Oceano properent se tinguere soles hiberni, vel quae tardis mora noctibus obstet. ","homer.odyssey","","","1_325","1_327","τοῖσι δ᾽ ἀοιδὸς -ἄειδε- περικλυτός, οἱ δὲ σιωπῇ ἥατ᾽ ἀκούοντες: ὁ δ᾽ Ἀχαιῶν -νόστον- -ἄειδε- λυγρόν, ὃν ἐκ Τροίης ἐπετείλατο Παλλὰς Ἀθήνη.",2,1,"","","-canit-, -errantem-","-ἄειδε-, -νόστον-",0,2,"","","charactertype_same-trade, social-intercourse_hospitality_entertainment","","","","","James",2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,3,0,0,4,0
"128","vergil.aeneid","","","1_740 b","1_740 b","Cithara crinitus Iopas","homer.odyssey","","","8_73","8_73","μοῦσ᾽ ἄρ᾽ ἀοιδὸν ἀνῆκεν ἀειδέμεναι κλέα ἀνδρῶν",2,1,"","","","",0,0,"","","social-intercourse_hospitality_entertainment","ritual_libation","","","","James",2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,2,2
"129","vergil.aeneid","","","1_740 b","1_740 b","Cithara -crinitus- Iopas","homer.iliad","","","2_11 b","2_11 b","ἑ κέλευε κάρη -κομόωντας- Ἀχαιοὺς",2,1,"","","-crinitus-","-κομόωντας-",0,1,"","","description_character","","","","","James",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0
"130","vergil.aeneid","","","1_753","1_753","Immo -age-, et a prima -dic-, hospes, origine nobis","homer.odyssey","","","8_572","8_572","ἀλλ᾽ -ἄγε- μοι τόδε -εἰπὲ- καὶ ἀτρεκέως -κατάλεξον-",5,1,"","","-age-, -dic-","-ἄγε-, -εἰπὲ-, -κατάλεξον-",0,3,"","","social-intercourse_conversation","social-intercourse_reminiscence, social-intercourse_hospitality_entertainment","","","","James",1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3
"131","vergil.aeneid","","","1_753","1_753","insidias,' -inquit-, 'Danaum, casusque -tuorum-","homer.iliad","","","10_384","10_384","ἀλλ᾽ ἄγε -μοι- τόδε -εἰπὲ- καὶ ἀτρεκέως κατάλεξον:",2,2,"","","-inquit-, -tuorum-","-μοι-, -εἰπὲ-",0,2,"","","social-intercourse_conversation","","","","","James",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
"132","vergil.aeneid","1_603","1_605","1_603","1_605","-Di- -tibi-, si qua pios respectant numina, si quid usquam iustitia est et mens sibi conscia recti, -praemia- digna -ferant-. Quae te tam laeta tulerunt","homer.iliad","23_650","23_650","23_650","23_650","-σοὶ- δὲ -θεοὶ- τῶνδ᾽ ἀντὶ -χάριν- μενοεικέα -δοῖεν-.",2,1,"","","-Di-, -tibi-, -praemia-, -ferant-","-σοὶ-, -θεοὶ-, -χάριν-, -δοῖεν-",0,4,"","","social-intercourse","","","","","James",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
"133","vergil.aeneid","1_608","1_608","1_608","1_608","lustrabunt convexa, polus dum sidera pascet,","homer.iliad","8_411","8_411","8_411","8_411","πρώτῃσιν δὲ πύλῃσι πολυπτύχου Οὐλύμποιο",1,2,"","","","",0,0,"","","","","","","","James",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"134","vergil.aeneid","1_613","1_613","1_613","1_613","-Obstipuit- primo aspectu Sidonia Dido,","homer.iliad","24_631","24_632","24_631","24_631","αὐτὰρ ὃ Δαρδανίδην Πρίαμον -θαύμαζεν- Ἀχιλλεὺς",2,1,"","","-Obstipuit-","-θαύμαζεν-",0,1,"","","social-intercourse","","","","","James",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"135","vergil.aeneid","1_617","1_618","1_617","1_618","Tune ille -Aeneas-, quem -Dardanio- -Anchisae- alma -Venus- Phrygii -genuit- Simoentis ad undam?","homer.iliad","2_819","2_821","2_819","2_821","–Δαρδανίων– αὖτ᾽ ἦρχεν ἐῢς πάϊς -Ἀγχίσαο- -Αἰνείας-, τὸν ὑπ᾽ -Ἀγχίσῃ- -τέκε- δῖ᾽ -Ἀφροδίτη- Ἴδης ἐν κνημοῖσι θεὰ βροτῷ εὐνηθεῖσα,",3,1,"","","-Aeneas-, -Dardanio-, -Anchisae-, -Venus-, -genuit-","–Δαρδανίων–, -Ἀγχίσαο-, -Αἰνείας-, -Ἀγχίσῃ-, -τέκε-, -Ἀφροδίτη-",0,6,"","Aeneas-Αἰνείας, Dardanio–Δαρδανίω, Anchisae-Ἀγχίσαο","charactertype_specificindividual, charactertype_hero","","","","","James",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,3,7.33333333333333,0,2,0
"136","vergil.aeneid","1_618","1_618","1_618","1_618","alma Venus Phrygii -genuit- -Simoentis- -ad- undam?","homer.iliad","4_474","4_476","4_474","4_476","ἠΐθεον θαλερὸν Σιμοείσιον, ὅν ποτε μήτηρ Ἴδηθεν κατιοῦσα -παρ᾽- ὄχθῃσιν -Σιμόεντος- -γείνατ᾽-, ἐπεί ῥα τοκεῦσιν ἅμ᾽ ἕσπετο μῆλα ἰδέσθαι:",2,1,"","","-genuit-, -Simoentis-, -ad-","-Σιμόεντος-, -γείνατ᾽-, -παρ᾽-",0,3,"","Simoentis-Σιμόεντος","charactertype_hero, description_place","","","","","James",0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,3,0,4,0
"137","vergil.aeneid","1_618","1_618","1_618","1_618","alma Venus Phrygii -genuit- Simoentis ad undam?","homer.iliad","14_444","14_444","14_444","14_445","Ἠνοπίδην, ὃν ἄρα νύμφη -τέκε- νηῒς ἀμύμων",2,1,"","","-genuit-","-τέκε-",0,1,"","","charactertype_hero, description_place","","","","","James",0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4,0
"138","vergil.aeneid","1_618","1_618","1_618","1_618","alma Venus Phrygii genuit -Simoentis- -ad- -undam-?","homer.iliad","12_18","12_23","12_18","12_23","τεῖχος ἀμαλδῦναι -ποταμῶν- μένος εἰσαγαγόντες. ὅσσοι ἀπ᾽ Ἰδαίων ὀρέων ἅλα δὲ προρέουσι, ῆσός θ᾽ Ἑπτάπορός τε Κάρησός τε Ῥοδίος τε Γρήνικός τε καὶ Αἴσηπος δῖός τε Σκάμανδρος καὶ -Σιμόεις-, -ὅθι- πολλὰ βοάγρια καὶ τρυφάλειαι",1,2,"","","-Simoentis-, -ad-, -undam-","-ποταμῶν-, -Σιμόεις-, -ὅθι-",0,3,"","Simoe-Σιμόε","description_place","","","","","James",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1.66666666666667,0,2,0
"139","vergil.aeneid","1_624","1_624","1_624","1_624","Troianae nomenque tuum regesque -Pelasgi-.","homer.iliad","2_681","2_681","2_681","2_681","νῦν αὖ τοὺς ὅσσοι τὸ -Πελασγικὸν- Ἄργος ἔναιον,",2,1,"","","-Pelasgi-","-Πελασγικὸν-",0,1,"","Pelasgi-Πελασγι","description_place","","","","","James",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.33333333333333,0,2,0
"140","vergil.aeneid","1_624","1_624","1_624","1_624","Troianae nomenque tuum regesque -Pelasgi-","homer.iliad","2_840","2_840","2_840","2_840","Ἱππόθοος δ᾽ ἄγε φῦλα -Πελασγῶν- ἐγχεσιμώρων",2,1,"","","-Pelasgi-","-Πελασγῶν-",0,1,"","Pelasgi-Πελασγ","description_place","","","","","James",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.16666666666667,0,2,0
"141","vergil.aeneid","1_624","1_624","1_624","1_624","Troianae nomenque tuum regesque -Pelasgi-","homer.iliad","10_429","10_429","10_429","10_429","καὶ Λέλεγες καὶ Καύκωνες δῖοί τε -Πελασγοί-",2,1,"","","-Pelasgi-","-Πελασγοί-",0,1,"","Pelasg-Πελασγ","description_place","","","","","James",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0
"142","vergil.aeneid","1_624","1_624","1_624","1_624","Troianae nomenque tuum regesque -Pelasgi-","homer.iliad","7_233","7_233","16_233","16_233","Ζεῦ ἄνα Δωδωναῖε -Πελασγικὲ- τηλόθι ναίων",2,1,"","","-Pelasgi-","-Πελασγικὲ-",0,1,"","Pelasgi-Πελασγι","description_place","","","","","James",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.33333333333333,0,2,0
"143","vergil.aeneid","1_644","1_644","1_644","1_644","passus amor) -rapidum- -ad- –navis- praemittit Achaten,","homer.iliad","10_54","10_54","10_54","10_54","-ῥίμφα- θέων -παρὰ- -νῆας-: ἐγὼ δ᾽ ἐπὶ Νέστορα δῖον",2,2,"","","-rapidum-, -ad-, -navis-","-ῥίμφα-, -παρὰ-, -νῆας-",NA,0,"","","","","","","","James",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"144","vergil.aeneid","1_650","1_652","1_650","1_652","-ornatus– Argivae -Helenae-, quos illa Mycenis, Pergama cum peteret inconcessosque hymenaeos, -extulerat-, matris Ledae mirabile donum:","homer.iliad","6_289","6_292","6_289","6_292","ἔνθ᾽ ἔσάν οἱ -πέπλοι- παμποίκιλα ἔργα γυναικῶν Σιδονίων, τὰς αὐτὸς Ἀλέξανδρος θεοειδὴς -ἤγαγε- Σιδονίηθεν ἐπιπλὼς εὐρέα πόντον, τὴν ὁδὸν ἣν -Ἑλένην- περ -ἀνήγαγεν- εὐπατέρειαν:",4,3,"","","-ornatus–, -Helenae-, -extulerat-","-πέπλοι-, -ἤγαγε-, -Ἑλένην-, -ἀνήγαγεν-",0,4,"","Helen-Ἑλένην","description_object, charactertype_specificindividual","","","","","James",0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,1.83333333333333,0,3,0
"145","vergil.aeneid","1_650","1_650","1_650","1_650","ornatus -Argivae- -Helenae-, quos illa Mycenis,","homer.iliad","2_161","2_161","2_161","2_161","-Ἀργείην- -Ἑλένην-, ἧς εἵνεκα πολλοὶ Ἀχαιῶν",2,1,"","","-Argivae-, -Helenae-","-Ἀργείην-, -Ἑλένην-",0,2,"","Helen-Ἑλένην, Argi-Ἀργεί","charactertype_specificindividual","","","","","James",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3.33333333333333,0,1,0
"146","vergil.aeneid","1_650","1_650","1_650","1_650","-ornatus- Argivae -Helenae-, quos illa Mycenis,","homer.iliad","3_70","3_72","3_70","3_72","συμβάλετ᾽ ἀμφ᾽ -Ἑλένῃ- καὶ -κτήμασι- πᾶσι μάχεσθαι:",3,2,"","","-ornatus-, -Helenae-","-Ἑλένῃ-, -κτήμασι-",0,2,"","Helenae-Ἑλένῃ","charactertype_specificindividual","","","","","James",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,2,0,1,0
"147","vergil.aeneid","1_650","1_650","1_650","1_650","-ornatus- Argivae -Helenae-, quos illa Mycenis,","homer.iliad","3_285","3_285","3_285","3_285","Τρῶας ἔπειθ᾽ -Ἑλένην- καὶ -κτήματα- πάντ᾽ ἀποδοῦναι,",3,1,"","","-ornatus-, -Helenae-","-Ἑλένην-, -κτήματα-",0,2,"","Ἑλέν-Helen","charactertype_specificindividual","","","","","James",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.5,0,1,0
"148","vergil.aeneid","1_650","1_650","1_650","1_650","ornatus Argivae -Helenae-, quos illa Mycenis,","homer.iliad","3_426","3_426","3_426","3_426","ἔνθα κάθιζ᾽ -Ἑλένη- κούρη Διὸς αἰγιόχοιο",2,1,"","","-Helenae-","-Ἑλένη-",0,1,"","Helenae-Ἑλένη","charactertype_specificindividual","","","","","James",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0
"149","vergil.aeneid","1_652","1_652","1_652","1_652","extulerat, -matris- Ledae mirabile donum","homer.iliad","3_238","3_238","3_238","3_238","αὐτοκασιγνήτω, τώ μοι μία γείνατο -μήτηρ-",2,1,"","","-matris-","-μήτηρ-",0,1,"","mat-μἠτ","charactertype_specificindividual, family_parent","","","","","James",0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0
"150","vergil.aeneid","1_654","1_654","1_654","1_654","-maxima- -natarum- Priami, colloque monile","homer.iliad","6_252","6_252","6_252","6_252","Λαοδίκην ἐσάγουσα -θυγατρῶν- εἶδος -ἀρίστην-",2,2,"","","-maxima-, -natarum-","-θυγατρῶν-, -ἀρίστην-",0,2,"","","family_sibling","","","","","James",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0
"151","vergil.aeneid","1_654","1_654","1_654","1_654","maxima natarum Priami, colloque monile","homer.iliad","13_740","13_740","13_740","13_740","ἀλλʼ ἀναχασσάμενος κάλει ἐνθάδε πάντας ἀρίστους",1,1,"","","0","0",0,0,"","","0","0","","","","James",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"152","vergil.aeneid","","","1_306 a","1_306 a","ut -primum- lux alma data est","homer.odyssey","","","6_48 a","6_48 a","-αὐτίκα- δ᾽ Ἠὼς ἦλθεν ἐύθρονος",2,1,"","","-primum-","-αὐτίκα-",0,1,"","","","","","","","James",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"153","vergil.aeneid","1_655","1_655","1_655","1_655","bacatum, et duplicem gemmis -auro-que -coronam-.","homer.iliad","22_470","22_470","22_470","22_470","-κρήδεμνόν- θ᾽, ὅ ῥά οἱ δῶκε -χρυσῆ- Ἀφροδίτη",2,1,"","","-auro-que -coronam-","-κρήδεμνόν-, -χρυσῆ-",0,2,"","","description_object","","","","","James",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0
"154","vergil.aeneid","1_665","1_665","1_665","1_665","nate, patris summi qui tela Typhoia temnis","homer.iliad","14_198","14_198","14_198","14_198","δὸς νῦν μοι φιλότητα καὶ ἵμερον, ᾧ τε σὺ πάντας",2,1,"","","0","0",0,0,"","","social-intercourse_conversation","sentiment_frustration, charactertype_divine_specificindividual, speeches-and-deliberation_persuasion","","","","James",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,3,1,1,0,0,1,7
"155","vergil.aeneid","","","1_669","1_669","nota tibi, et nostro doluisti saepe dolore.","homer.iliad","","","16_128","16_128","μὴ δὴ νῆας ἕλωσι καὶ οὐκέτι φυκτὰ πέλωνται·",1,1,"","","0","0",0,0,"","","0","0","","","","James",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"156","vergil.aeneid","1_681","1_681","1_681","1_681","aut -super- Idalium -sacrata- -sede- recondam","homer.iliad","2_549","2_549","2_549","2_549","-κὰδ- δ᾽ ἐν Ἀθήνῃς -εἷσεν- ἑῷ ἐν πίονι -νηῷ-",3,2,"","","-super-, -sacrata-, -sede-","-κὰδ-, -εἷσεν-, -νηῷ-",0,3,"","","description_place","charactertype_divine","","","","James",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,2
"157","vergil.aeneid","1_688","1_688","1_688a","1_688a","occultum -inspires- ignem","homer.iliad","15_262","15_262","15_262","15_262","ὣς εἰπὼν -ἔμπνευσε- μένος μέγα ποιμένι λαῶν",3,1,"","","-inspires-","-ἔμπνευσε-",0,1,"","","charactertype_divine","","","","","James",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0
